YearsExperience,EducationLevel,Salary
11.7,Bachelor,120000
,PhD,108197
2.4,Bachelor,71554
,PhD,77762
16.0,,53991
16.3,Bachelor,45684
18.0,PhD,76352
2.0,PhD,120000
11.0,Master,118097
3.0,,116237
4.8,,60584
18.1,Bachelor,49384
10.4,PhD,91490
15.4,Master,96167
2.2,Bachelor,73182
8.9,Bachelor,95329
13.8,PhD,103246
,PhD,105593
7.2,Bachelor,79394
2.2,Bachelor,107400
13.4,Master,47711
19.4,PhD,102146
16.7,Bachelor,63500
19.5,Bachelor,73062
,PhD,53017
17.2,Bachelor,54184
12.0,PhD,120000
10.8,Bachelor,75306
8.7,PhD,120000
16.5,Bachelor,62380
,Master,67417
2.1,Bachelor,88950
19.0,Bachelor,69247
1.1,Master,92327
19.6,PhD,71825
14.8,Master,109310
7.2,Bachelor,73659
14.3,Master,80012
16.5,PhD,84173
5.7,,99143
15.6,PhD,89522
16.3,PhD,78279
5.7,PhD,75046
1.8,PhD,102203
,Master,118713
4.8,PhD,55533
,,112217
14.8,Master,88626
8.2,PhD,89806
17.8,PhD,120000
5.8,Bachelor,84830
9.6,Master,118505
13.1,Master,82189
17.7,Master,63629
11.0,PhD,102358
8.1,Bachelor,120000
17.5,Master,117435
6.9,Bachelor,57692
2.5,Bachelor,67521
9.5,Master,91066
15.9,Bachelor,90540
1.6,Master,53424
12.1,PhD,62016
12.3,Bachelor,108942
18.6,Master,101449
6.4,Bachelor,101217
6.3,Master,116503
9.4,Master,68604
7.8,Master,116910
15.0,Bachelor,90492
13.2,Master,120000
15.4,Bachelor,72142
16.6,PhD,65466
18.5,PhD,105301
9.2,Master,107779
19.7,Bachelor,116240
5.1,Master,105171
14.6,,78264
,Master,95614
16.5,Bachelor,112372
10.1,Bachelor,102067
15.9,,85012
18.7,PhD,56271
14.9,Master,104565
15.7,,91170
,PhD,114230
4.9,PhD,83461
19.5,PhD,95456
14.2,Master,120000
11.7,Bachelor,46283
8.0,Bachelor,56550
1.8,PhD,99649
8.0,PhD,68892
10.5,Bachelor,73954
5.0,Bachelor,112990
4.3,Master,88307
10.7,PhD,54118
,Master,68206
5.6,PhD,48471
12.2,,82643
,Master,63208
10.0,PhD,120000
,Master,90372
18.6,PhD,62660
2.8,Bachelor,66792
2.8,PhD,94437
10.0,Bachelor,73114
12.2,PhD,92589
9.1,Bachelor,113206
7.2,PhD,75936
13.2,PhD,79063
1.0,Bachelor,103983
,PhD,74344
5.4,PhD,47020
18.4,Master,59030
3.1,Bachelor,115085
5.5,Master,113292
5.5,Bachelor,59320
19.9,PhD,94904
1.1,Bachelor,53459
13.2,Bachelor,93891
17.5,Bachelor,57042
13.8,Bachelor,52377
7.9,PhD,108318
19.2,Master,77412
18.0,Bachelor,50419
9.2,Bachelor,111357
11.9,Master,109823
19.4,Bachelor,87272
19.7,Bachelor,120000
9.5,Bachelor,88508
17.1,Bachelor,53829
,Master,50146
8.1,Bachelor,63709
4.1,Master,51493
5.0,Bachelor,96646
13.5,PhD,40000
10.7,Bachelor,76207
5.4,Master,61380
8.7,PhD,81379
8.1,Bachelor,89520
19.8,PhD,73826
17.2,Bachelor,69565
8.4,Bachelor,118515
18.4,Bachelor,102444
,Master,77715
13.7,PhD,92187
19.4,Master,92253
8.4,,47141
13.9,Master,48565
6.6,Bachelor,93069
6.1,Master,67305
11.9,Bachelor,52769
19.6,Master,69553
,PhD,56371
18.8,Master,119716
18.4,PhD,64790
5.8,Master,54746
8.6,Master,98199
13.2,Bachelor,84282
10.8,Master,87215
2.8,Bachelor,75924
,Bachelor,80279
15.3,Master,108019
9.3,Master,56623
12.7,Bachelor,80781
2.7,Master,115033
10.4,Master,65815
18.7,PhD,71806
18.0,PhD,68006
7.4,PhD,43023
11.1,Master,56582
14.3,PhD,42763
7.5,Master,68639
2.2,PhD,69684
10.6,Master,51818
12.4,PhD,100467
1.1,Master,106371
2.8,Bachelor,75495
4.9,Bachelor,120000
7.6,PhD,98010
11.3,Bachelor,99331
6.6,Bachelor,59118
6.2,Bachelor,104231
17.5,PhD,120000
3.8,,62777
10.4,PhD,97268
19.1,Bachelor,107957
12.9,Master,70325
14.6,,86182
9.2,PhD,61825
1.4,,53259
13.3,PhD,49858
,Master,83485
3.1,PhD,96556
9.8,PhD,116005
18.4,Master,92122
4.9,PhD,71146
9.8,Bachelor,44275
9.8,Master,112864
16.4,PhD,91301
16.7,Master,109032
15.4,,48799
7.9,PhD,82464
2.4,Bachelor,59597
7.6,Bachelor,41147
13.9,Master,102676
14.4,Master,89759
19.3,Bachelor,73867
9.6,Bachelor,104350
13.0,Master,79014
11.2,PhD,49018
3.9,PhD,118129
,Bachelor,60488
11.4,,119758
19.1,Bachelor,108295
8.0,PhD,61733
19.6,Master,87263
11.3,PhD,41989
5.6,Bachelor,66649
4.6,Bachelor,103953
3.7,Master,60918
9.6,Master,46425
1.4,Master,84462
9.5,Master,84397
19.8,PhD,105185
13.7,Master,119779
15.4,Bachelor,102196
3.3,Master,113183
10.0,PhD,62562
6.4,Master,83403
18.0,Master,80827
4.4,Bachelor,115259
9.7,Bachelor,76986
12.2,PhD,120000
10.8,PhD,106076
16.8,PhD,111593
5.4,PhD,85882
,PhD,78164
16.0,PhD,91630
11.0,Master,64708
8.6,Master,120000
1.6,Master,111761
15.3,Bachelor,108946
19.5,Bachelor,87214
12.8,,53327
17.3,Master,105908
10.8,Master,89449
5.4,Master,120000
1.3,Bachelor,101904
13.4,Bachelor,57113
10.4,Master,87487
,Bachelor,104140
14.2,PhD,94657
19.8,Bachelor,83193
10.7,PhD,70373
9.1,Bachelor,60274
6.4,Bachelor,100756
,PhD,49522
,PhD,108267
1.8,Bachelor,82525
19.6,Bachelor,120000
19.9,Master,120000
12.4,PhD,103175
7.3,Master,73753
5.2,Bachelor,74700
6.3,PhD,60819
2.0,Master,63460
10.0,Bachelor,93209
2.1,Bachelor,107379
14.7,Bachelor,62728
8.1,PhD,77079
,PhD,81404
11.4,Master,120000
19.5,PhD,61285
14.2,PhD,67120
,Bachelor,117591
15.8,PhD,61353
15.0,Master,99986
17.9,PhD,98569
4.9,Bachelor,81125
,PhD,84994
6.7,Master,103445
18.9,PhD,54233
6.3,Bachelor,59456
18.6,PhD,91026
,Bachelor,82679
3.8,Bachelor,82498
19.5,,119890
2.6,Master,111599
5.2,PhD,68530
9.4,Master,74903
19.9,PhD,71726
,PhD,120000
11.5,PhD,87605
14.2,Master,78271
19.4,Bachelor,111110
15.9,PhD,83503
5.3,PhD,57037
6.8,Master,79991
2.9,PhD,82042
13.2,Master,108544
,Master,98724
5.9,PhD,51526
17.9,Master,72623
7.2,Bachelor,93376
11.8,Bachelor,110104
,Bachelor,54700
2.4,Master,40000
,Bachelor,93890
8.8,Master,81001
18.0,Bachelor,59516
,Master,90337
8.2,Master,120000
15.9,Master,99081
15.4,Bachelor,87685
16.2,PhD,111292
,Bachelor,57464
16.1,Bachelor,75040
8.7,Bachelor,78100
16.6,Master,87237
10.7,Bachelor,116189
6.3,Master,69191
6.8,Bachelor,40000
5.3,,116335
3.8,Bachelor,64577
4.5,PhD,77533
2.2,Master,75153
17.9,Bachelor,120000
18.7,PhD,87767
12.1,PhD,82513
17.0,Bachelor,89887
4.5,Master,120000
18.1,Master,112794
10.6,Bachelor,58281
2.3,,107730
3.7,Bachelor,110770
,PhD,99241
1.8,PhD,99986
6.9,Master,76880
2.1,Master,100347
5.5,PhD,106138
6.0,Master,52362
,Bachelor,70766
5.5,PhD,62641
5.5,,116083
14.0,Master,100528
17.3,,81546
8.4,PhD,112280
17.6,Bachelor,100120
7.5,PhD,120000
4.7,PhD,57900
7.3,PhD,88817
12.6,Master,108910
,,66133
13.8,PhD,71968
5.5,Master,80847
14.3,Bachelor,101421
7.6,Master,84196
9.7,Bachelor,76427
11.6,PhD,80402
14.0,PhD,58288
5.5,PhD,120000
16.9,PhD,71519
14.7,Bachelor,94338
5.4,,54644
19.5,PhD,74368
13.6,Bachelor,113963
9.6,PhD,120000
4.0,Master,71566
11.1,PhD,66189
4.1,Bachelor,74754
9.2,Bachelor,67783
8.8,PhD,90899
14.7,Bachelor,80381
4.7,Master,106784
16.6,Bachelor,100543
7.2,PhD,57388
9.4,Master,104542
15.7,Bachelor,119064
12.9,Master,94702
6.9,Master,118019
8.3,Bachelor,103181
6.8,Bachelor,87371
12.3,Master,120000
7.3,Master,92428
14.8,Bachelor,89990
12.0,PhD,77833
3.8,PhD,114867
6.9,PhD,56809
5.2,PhD,79477
8.4,PhD,88272
10.8,Master,95824
10.6,Bachelor,95384
15.3,Master,85467
4.6,Bachelor,62977
19.0,Bachelor,108427
7.5,Master,97456
6.7,Master,120000
14.0,Bachelor,62240
,Bachelor,97189
8.2,Bachelor,99476
,Master,76486
17.8,Bachelor,109983
15.6,Bachelor,48452
1.6,Master,84082
16.7,PhD,100538
15.7,Master,89263
13.7,Master,87200
15.4,PhD,62897
19.6,Bachelor,101232
9.2,Master,66764
2.3,Master,79157
9.8,Master,64507
1.9,PhD,78061
6.6,Master,93390
12.2,Master,103799
6.9,,77987
14.0,Bachelor,65048
,Bachelor,84411
9.0,Master,101510
18.1,Bachelor,68702
2.5,PhD,72147
17.0,,90817
16.7,PhD,72086
7.1,PhD,58355
6.7,Master,63884
6.8,Master,72670
,PhD,50936
16.8,PhD,92788
7.3,PhD,64306
12.3,PhD,79606
3.6,Bachelor,53929
9.9,Master,91422
20.0,,111793
4.0,PhD,94804
19.0,PhD,95236
16.7,PhD,96185
19.5,Bachelor,47852
4.4,Bachelor,59643
5.1,PhD,52269
1.3,Bachelor,44774
14.8,Master,60107
13.2,Bachelor,84089
4.4,PhD,48100
16.0,Bachelor,117636
6.7,PhD,116061
3.6,PhD,120000
9.0,PhD,46699
,Bachelor,99968
6.0,Bachelor,110258
8.1,PhD,115836
17.2,Master,89435
16.1,PhD,106302
9.4,Master,46378
14.8,,49110
11.8,Master,47852
7.5,Bachelor,110893
14.8,PhD,52260
14.0,Bachelor,53704
12.8,PhD,117853
12.7,Bachelor,46387
14.0,PhD,114998
8.3,Bachelor,109529
17.5,Master,45276
,Bachelor,43042
17.8,PhD,87788
7.5,Master,120000
3.4,Master,110293
12.4,Master,73332
8.1,PhD,81410
16.5,Master,85189
9.2,,96227
13.7,PhD,67410
6.9,,62719
5.0,PhD,109276
8.4,PhD,79076
12.5,Bachelor,40000
,PhD,110658
12.0,PhD,85837
19.8,PhD,83951
14.1,PhD,102003
18.7,,90617
3.2,Master,102240
2.2,PhD,111195
6.9,Bachelor,86269
3.6,Bachelor,98434
11.0,Bachelor,94293
10.9,Master,85448
11.9,Master,58986
15.2,,72524
19.5,,104758
17.7,Master,89287
3.2,PhD,72822
7.4,Bachelor,105065
5.9,PhD,40000
4.4,Bachelor,90276
11.3,PhD,88340
,Bachelor,73239
5.3,PhD,66287
14.5,Bachelor,58223
14.9,Bachelor,75604
1.4,Bachelor,64498
8.5,PhD,89278
17.9,Bachelor,102019
10.9,Bachelor,82520
7.6,PhD,108976
5.8,PhD,104654
5.6,Bachelor,61659
,PhD,64205
16.5,PhD,58076
,PhD,115772
6.6,PhD,114502
1.9,Master,56186
15.8,PhD,95603
1.7,PhD,120000
6.9,Bachelor,107689
11.9,PhD,88656
8.8,Bachelor,57872
6.4,,72549
,PhD,106339
16.2,PhD,113240
,Bachelor,88424
7.6,PhD,60509
1.7,PhD,120000
1.7,Bachelor,106214
15.4,Bachelor,61190
11.5,Master,49660
15.9,Master,79148
14.3,PhD,63001
18.2,Master,71741
17.8,Bachelor,57369
16.0,Bachelor,120000
10.0,Master,114758
6.9,Bachelor,64124
10.6,Bachelor,115949
10.5,Bachelor,96461
,PhD,72182
4.5,Bachelor,119225
13.5,Master,87045
9.7,Bachelor,116993
12.8,Master,82962
,Bachelor,77574
9.3,Bachelor,58820
,Master,81418
17.6,Master,87913
10.3,PhD,120000
5.3,Master,86225
,Master,63659
13.8,Bachelor,45190
5.1,PhD,105877
19.8,Bachelor,72941
11.1,,78492
6.5,Master,102624
13.5,Master,119371
6.2,PhD,110639
16.6,PhD,63599
6.9,Bachelor,67282
19.8,Bachelor,107808
,Master,117040
17.0,Master,120000
2.4,Master,87877
7.6,,109284
15.0,Bachelor,47766
13.4,,67676
4.7,Master,78015
7.8,PhD,119780
6.0,Master,40000
,PhD,70325
7.5,PhD,120000
6.9,Bachelor,64522
4.9,PhD,59848
8.8,Bachelor,99225
4.7,PhD,103914
19.3,Master,78572
3.9,Bachelor,120000
18.4,PhD,51424
9.1,Bachelor,118503
8.2,Master,105967
5.4,PhD,76561
13.1,Bachelor,98840
,Bachelor,56320
9.9,PhD,53736
2.1,,120000
18.5,PhD,57941
19.6,Bachelor,40322
9.2,Master,66929
12.7,Bachelor,49044
9.6,Master,117480
7.1,Master,120000
2.5,PhD,83251
9.7,PhD,80347
16.5,PhD,89412
,,59878
12.1,Master,75045
,PhD,54655
,PhD,83540
4.5,Master,89143
15.7,Bachelor,120000
5.8,Bachelor,103759
4.6,PhD,107085
8.2,PhD,79510
8.5,Master,102203
17.6,Master,120000
12.8,PhD,120000
8.7,Bachelor,47951
,PhD,95911
19.1,PhD,101387
3.2,Bachelor,66247
4.9,,120000
19.3,PhD,76216
19.2,Master,64464
4.4,Bachelor,79114
3.8,Master,68592
9.0,Bachelor,114557
1.9,PhD,87677
13.4,Master,71978
2.5,PhD,97567
2.1,Bachelor,50838
10.2,Master,102446
19.2,Bachelor,108712
,Master,88466
7.8,Master,118645
20.0,Master,100406
11.1,Master,106040
8.1,Bachelor,112828
8.3,Bachelor,90257
4.7,Bachelor,76783
10.7,Bachelor,40000
,,89530
6.1,Bachelor,116572
4.1,Bachelor,89720
6.9,PhD,70015
10.7,PhD,89648
2.1,PhD,105404
3.9,Bachelor,41019
19.0,Bachelor,115008
11.3,PhD,120000
2.2,PhD,87163
14.2,PhD,56593
2.2,Master,99891
15.0,,53379
15.2,Master,80348
13.4,,43385
14.9,PhD,97435
2.7,Master,66937
14.8,Bachelor,115051
3.6,PhD,108330
7.5,PhD,118273
18.9,Bachelor,64492
10.6,PhD,55608
19.4,PhD,82949
2.7,Bachelor,53416
10.1,PhD,58042
2.2,PhD,95040
13.0,Master,83857
2.5,Bachelor,43083
4.3,Master,76287
5.9,Master,78698
15.2,PhD,74561
4.1,PhD,110793
17.1,Master,55801
,Master,69368
1.7,Master,55376
8.5,PhD,58772
19.6,Bachelor,107684
,Bachelor,59166
2.9,Master,110603
15.3,Master,84598
6.9,PhD,90573
14.6,Bachelor,119759
,Master,105530
9.7,Bachelor,55398
6.0,Master,99567
9.6,Master,81902
15.6,Master,75493
15.5,,95877
10.8,Bachelor,117890
18.6,Master,56488
,Master,95855
5.6,Bachelor,51562
12.7,,73445
12.8,Bachelor,109580
1.9,PhD,84918
12.5,Bachelor,49046
,Bachelor,78521
15.2,Master,109098
16.4,,88720
11.5,Bachelor,60695
1.0,Bachelor,69674
,PhD,117735
15.2,PhD,103159
5.7,Bachelor,92690
9.8,Bachelor,106345
19.3,Bachelor,53185
6.7,PhD,78598
5.2,PhD,72161
5.0,Master,55786
11.6,PhD,61637
,Master,107321
12.6,Master,58979
6.8,PhD,74977
13.1,Master,70907
,PhD,46981
12.3,PhD,76367
4.0,Bachelor,105071
13.1,Master,41313
9.2,Bachelor,49123
1.4,PhD,102039
,Bachelor,96609
19.8,Master,111088
7.6,Bachelor,60991
19.3,PhD,110544
2.8,Bachelor,73226
14.9,Master,104587
3.2,Master,48382
6.2,Bachelor,61651
11.8,PhD,109392
12.3,PhD,62124
15.7,Master,50922
12.7,PhD,87670
12.3,PhD,96137
18.3,Bachelor,93518
,Master,100992
5.3,PhD,82361
4.1,Bachelor,79241
8.6,Bachelor,110846
14.5,Master,87003
1.8,,86723
3.5,PhD,67420
,PhD,114126
12.1,PhD,55953
5.6,PhD,81969
4.2,PhD,81048
12.3,Master,88610
15.5,Bachelor,75184
7.3,PhD,96877
12.0,Bachelor,46240
2.9,PhD,63788
18.8,Master,110288
7.4,Bachelor,62766
20.0,Bachelor,58997
19.6,Bachelor,74961
15.8,Bachelor,120000
1.4,,42958
11.3,Bachelor,40000
2.6,PhD,85765
,PhD,66049
16.0,,79953
19.5,Master,114230
12.6,Master,54625
10.9,PhD,94643
10.9,PhD,88717
8.3,Master,115410
9.9,Master,120000
13.1,PhD,83964
18.7,PhD,101097
12.3,PhD,109076
17.3,Bachelor,74791
17.4,Bachelor,65521
10.9,PhD,120000
7.6,Bachelor,65429
,Bachelor,42902
9.5,Master,108049
2.5,Bachelor,95076
8.2,Bachelor,50936
19.9,PhD,49979
1.9,Bachelor,67892
14.2,PhD,120000
17.0,Bachelor,120000
13.3,Bachelor,74416
11.8,Bachelor,111714
,Master,78442
,Master,90126
2.7,PhD,72999
19.3,Master,84717
9.2,Master,66556
13.6,Master,55860
11.1,Master,54873
2.0,Master,63132
19.1,Master,120000
16.1,Bachelor,120000
3.8,PhD,105397
,Master,74397
15.0,Master,78581
10.0,Bachelor,82104
12.6,PhD,72645
3.0,Bachelor,47238
,PhD,90088
2.4,Bachelor,46670
11.4,PhD,111448
11.5,Bachelor,100834
17.6,Bachelor,72364
14.8,PhD,98325
5.7,PhD,66240
17.9,Bachelor,60880
11.9,Bachelor,62219
,Bachelor,108405
4.2,Master,49566
17.3,Bachelor,81798
,Bachelor,70673
15.7,Master,76759
18.9,Master,63154
6.7,Master,100106
17.4,Master,94027
10.3,PhD,106149
4.1,Master,59930
13.7,,50974
14.0,PhD,105630
6.5,Master,55848
1.5,PhD,55407
4.8,PhD,79060
8.6,PhD,117340
4.2,Bachelor,81785
4.7,Bachelor,58706
8.4,Bachelor,100579
19.3,Bachelor,107453
15.5,PhD,83826
7.1,Master,56113
19.1,Bachelor,104004
13.3,Master,95557
9.7,Bachelor,53042
,Bachelor,91126
8.8,Master,77863
5.4,PhD,104176
8.3,Master,57351
11.0,Master,64670
11.0,,85867
,PhD,85183
7.8,Master,71418
14.6,Master,105321
12.0,Master,83162
19.3,PhD,108182
8.3,PhD,59053
18.1,Bachelor,97439
16.6,Master,90034
13.1,Bachelor,42497
,PhD,71724
2.6,Master,45987
19.1,Bachelor,87282
3.0,Master,69351
11.7,Bachelor,120000
7.3,,118118
9.2,Bachelor,118349
12.6,PhD,92242
18.3,PhD,115298
9.7,Bachelor,57517
19.8,PhD,81712
12.3,Bachelor,74471
4.1,Master,52864
4.6,Master,45300
,PhD,91625
,Bachelor,51725
,PhD,100365
,PhD,120000
9.2,Bachelor,55895
15.2,Bachelor,82423
9.7,,114386
4.1,PhD,68067
5.8,Bachelor,115130
8.0,Master,117596
2.3,Bachelor,57976
12.1,PhD,48588
12.5,Master,120000
2.2,Bachelor,116636
8.6,PhD,78847
8.9,Bachelor,44264
7.3,Master,90399
11.6,Master,76933
7.6,Bachelor,114448
8.9,PhD,101539
16.2,PhD,100454
4.1,PhD,72079
12.8,Master,107654
10.6,Bachelor,60341
6.8,Bachelor,50614
14.8,Master,96909
11.5,Bachelor,79123
10.1,Bachelor,103200
13.7,Bachelor,107206
,Master,83985
19.5,PhD,77345
13.0,PhD,82533
17.6,Master,76641
1.0,PhD,99350
11.1,PhD,83152
5.1,Master,115885
2.8,Bachelor,104815
11.1,PhD,62001
15.2,Bachelor,56709
8.8,Master,68352
13.7,PhD,76789
10.3,Master,81579
9.3,PhD,57445
6.5,Master,120000
,PhD,54154
7.6,PhD,88023
13.3,PhD,50322
3.2,PhD,86888
2.8,Bachelor,59595
13.5,Bachelor,75508
11.4,Master,91314
9.2,PhD,93280
3.9,Bachelor,80716
8.8,PhD,96321
16.0,Bachelor,119815
17.9,Master,115274
14.3,Master,105931
2.1,Master,43177
,PhD,120000
5.6,Master,120000
7.0,Master,101165
4.7,Bachelor,80647
15.7,Master,68474
13.3,Master,109345
12.6,PhD,120000
13.7,Bachelor,95860
5.5,Bachelor,88870
,Bachelor,68075
13.0,Master,74711
13.1,PhD,103493
16.0,Master,40266
6.5,PhD,91588
15.6,Bachelor,102802
9.4,PhD,74793
13.7,Bachelor,48422
9.7,Master,110015
19.0,PhD,52880
4.4,PhD,81006
,Master,98532
12.0,Master,111634
4.3,Bachelor,107627
2.3,Bachelor,81532
16.2,PhD,81959
4.0,PhD,113546
4.5,PhD,84494
19.6,Master,95243
14.6,,81503
,Bachelor,74715
12.2,PhD,88746
11.1,PhD,73929
17.0,PhD,77413
14.9,PhD,120000
16.8,Bachelor,78517
5.0,Master,61715
13.2,Bachelor,71265
1.8,PhD,88458
,,109903
14.6,Master,119077
1.5,Master,111761
12.0,PhD,115661
17.0,Master,117861
8.2,PhD,69831
1.9,Master,76011
14.6,Bachelor,75799
18.7,Master,88674
14.6,PhD,94776
12.0,Master,79942
,PhD,95369
1.3,Bachelor,73613
14.2,Master,69225
5.4,Master,68404
17.3,Master,112123
9.9,Master,90273
11.1,PhD,112591
15.3,Bachelor,107080
15.8,Master,83519
13.2,Bachelor,57960
18.8,Bachelor,100307
19.7,Master,101753
19.0,Master,84116
,PhD,77243
14.4,Bachelor,95034
13.6,Bachelor,67343
3.0,PhD,120000
6.2,PhD,94807
1.1,PhD,66372
,PhD,56060
9.3,Master,108018
3.8,Master,109048
18.1,PhD,100737
16.3,Bachelor,101151
2.4,PhD,78342
5.7,Master,83716
16.6,PhD,120000
16.3,Master,96512
19.0,Bachelor,55984
20.0,Master,79231
19.5,PhD,57557
8.8,Master,74001
5.8,Master,82350
15.4,Bachelor,51087
6.7,Bachelor,98851
16.3,Bachelor,92221
11.1,Master,76175
16.1,Master,74830
6.2,PhD,74463
10.7,PhD,59355
11.7,Bachelor,40870
,Master,49686
6.1,Bachelor,74832
18.8,PhD,61598
16.3,Bachelor,41385
14.9,Master,117805
16.0,PhD,73357
12.5,PhD,89442
5.6,Master,69923
4.6,PhD,51749
17.5,Bachelor,109678
,Bachelor,63815
5.1,Bachelor,47837
12.7,PhD,91033
9.5,Master,51640
4.0,Bachelor,74095
11.1,PhD,64523
6.3,PhD,65958
2.8,PhD,50308
9.9,PhD,120000
12.2,Bachelor,90321
1.9,Bachelor,89496
8.6,Bachelor,96814
5.9,Bachelor,107161
,PhD,95068
,Master,100483
3.6,PhD,73527
4.5,PhD,71626
16.3,PhD,116461
9.4,Master,110305
3.8,PhD,65812
2.9,,89489
6.7,Master,98798
16.2,Master,50016
7.9,Master,120000
4.0,PhD,79749
8.7,PhD,98825
11.6,Bachelor,55561
1.6,PhD,65239
12.9,Bachelor,55981
8.5,Bachelor,57941
1.2,Master,72897
13.8,Master,107672
14.5,PhD,94444
12.9,Master,66792
7.5,Bachelor,43805
11.1,,105928
8.4,PhD,85558
14.3,Master,120000
12.1,PhD,105389
2.6,Master,112110
13.2,Master,48142
14.1,,105842
8.0,Master,58948
,PhD,89951
17.0,PhD,80326
,Bachelor,81297
18.2,Bachelor,60918
9.4,Bachelor,79016
14.8,Bachelor,42687
16.5,Bachelor,50816
10.6,PhD,98806
8.6,Master,120000
18.4,Master,109878
5.4,PhD,74966
5.9,PhD,46755
7.9,Master,41685
17.3,Master,62136
18.8,Master,120000
5.2,PhD,68732
17.4,Master,113570
5.9,Master,105445
19.4,Master,87958
12.4,Master,118871
1.1,Bachelor,58761
1.6,Master,83708
3.8,Bachelor,113041
4.6,PhD,92266
15.6,PhD,70407
5.2,PhD,59407
19.4,Bachelor,114267
13.1,Master,43098
,Bachelor,103503
5.1,Master,40000
18.0,Master,96794
13.7,PhD,93832
17.4,Bachelor,88811
,PhD,87458
3.4,Master,116716
2.8,Bachelor,95856
16.3,Bachelor,110681
17.5,Master,50592
12.1,Bachelor,45024
8.0,Master,49684
13.4,Bachelor,56336
6.8,Master,99285
5.5,Bachelor,84240
10.3,Bachelor,104101
5.1,PhD,67777
10.2,Master,71259
19.2,Bachelor,112744
17.0,Bachelor,111132
18.9,Bachelor,120000
16.3,Master,109004
,PhD,106698
16.4,Master,120000
18.5,Bachelor,100990
19.0,PhD,119741
14.0,Bachelor,50415
5.0,PhD,117961
1.8,PhD,89338
3.8,PhD,56106
19.3,Master,65811
,Master,108363
17.2,Master,89755
9.8,Master,120000
13.6,Master,56783
1.5,Master,78112
5.7,PhD,74887
9.3,,83600
13.0,PhD,95407
4.3,PhD,108354
15.5,Bachelor,51382
7.9,PhD,52245
16.5,Bachelor,51169
2.9,PhD,108349
13.9,Master,67738
6.6,Bachelor,65110
16.1,PhD,85288
8.6,Bachelor,112011
13.6,Bachelor,50632
18.8,Bachelor,54069
1.4,Master,102065
1.2,PhD,120000
15.6,Bachelor,108399
,Master,74715
6.6,PhD,94029
10.4,Master,120000
1.8,Master,79814
4.7,Bachelor,72754
9.1,,87641
,Bachelor,120000
10.1,PhD,99434
12.1,Bachelor,100283
17.6,PhD,61896
6.9,PhD,85547
14.3,Master,76394
17.4,,68133
,Master,110594
7.8,Master,71694
19.6,Bachelor,61371
19.7,PhD,120000
5.2,PhD,50617
2.3,PhD,101834
6.1,Bachelor,94447
8.6,Bachelor,107439
9.4,Master,105847
12.8,,101463
,Bachelor,69612
7.3,PhD,84083
17.1,PhD,120000
2.8,Bachelor,40000
1.8,Master,109129
10.6,Master,63231
2.1,Master,53950
8.5,PhD,54803
18.0,Bachelor,48842
5.6,Bachelor,120000
14.4,PhD,117617
6.7,PhD,87548
1.9,Master,97583
11.6,Master,89204
16.9,Bachelor,104459
8.8,Master,111697
12.7,Master,61477
18.1,PhD,79585
16.0,Bachelor,99361
4.7,PhD,114810
14.9,PhD,104706
10.5,Master,119396
15.2,Bachelor,109612
10.4,Bachelor,94837
3.4,PhD,112770
11.8,PhD,73677
10.4,PhD,70460
10.8,Bachelor,105675
17.7,PhD,54280
18.0,PhD,68907
9.6,Bachelor,91238
9.7,PhD,79397
10.8,,120000
10.9,Bachelor,120000
19.1,PhD,91691
13.3,,86382
6.3,Master,99340
11.1,PhD,82778
12.9,PhD,59296
13.2,Master,101712
12.1,Bachelor,102258
,PhD,59526
1.6,PhD,106028
7.4,PhD,99086
9.1,Bachelor,54735
2.2,Master,89124
16.5,PhD,73005
7.5,Master,63007
18.4,Master,120000
3.9,Master,111192
,Bachelor,61549
,Bachelor,120000
4.6,,58954
18.8,Bachelor,63393
1.2,Bachelor,43066
8.8,Bachelor,64554
18.6,Master,74509
8.3,Master,120000
2.8,PhD,64729
6.8,Bachelor,81763
10.5,Master,109277
4.5,Bachelor,69701
9.9,PhD,95943
16.9,Bachelor,80055
17.6,Bachelor,59412
1.9,PhD,102425
4.1,Master,45631
6.2,Master,62243
12.3,PhD,74401
7.9,Master,80045
17.0,Master,95938
,Master,86634
2.9,Master,91028
12.9,Bachelor,95598
3.1,Bachelor,73227
,PhD,110889
4.4,Bachelor,113621
4.3,PhD,99104
12.7,Bachelor,53470
11.7,Master,76192
4.3,Bachelor,58393
19.8,Bachelor,80437
9.0,PhD,50296
,Master,106934
3.3,,50800
,Master,120000
19.6,PhD,58226
11.9,Bachelor,90656
19.0,Bachelor,111098
9.4,Master,71235
9.3,PhD,112317
,,83827
14.3,Master,117698
8.0,PhD,116969
17.4,PhD,62989
1.6,Bachelor,103545
9.4,PhD,61780
10.7,Master,58439
12.5,PhD,51912
6.2,Master,52090
,Bachelor,97613
10.2,Bachelor,81563
14.1,Master,110244
15.7,PhD,79537
15.0,Master,120000
7.5,Bachelor,47133
20.0,PhD,53435
,PhD,100658
5.9,Master,110702
4.7,Bachelor,105785
7.0,Bachelor,86374
9.6,,68803
17.2,PhD,52059
,PhD,82965
17.2,,88825
6.2,Master,68903
12.3,PhD,93814
,Master,104485
3.1,PhD,94220
14.0,PhD,69047
3.7,PhD,92115
13.7,PhD,64005
13.3,Bachelor,51133
16.4,PhD,110482
3.7,Bachelor,97459
15.9,Bachelor,103620
20.0,Master,57021
